sample_id,label_id,label_name,split,seed,dataset
0,0,g1,train,1234,nus_hand_posture
1,0,g1,train,1234,nus_hand_posture
2,0,g1,train,1234,nus_hand_posture
3,0,g1,train,1234,nus_hand_posture
4,0,g1,train,1234,nus_hand_posture
6,0,g1,train,1234,nus_hand_posture
7,0,g1,train,1234,nus_hand_posture
8,0,g1,train,1234,nus_hand_posture
10,0,g1,train,1234,nus_hand_posture
13,0,g1,train,1234,nus_hand_posture
14,0,g1,train,1234,nus_hand_posture
15,0,g1,train,1234,nus_hand_posture
17,0,g1,train,1234,nus_hand_posture
19,0,g1,train,1234,nus_hand_posture
20,0,g1,train,1234,nus_hand_posture
22,1,g10,train,1234,nus_hand_posture
25,1,g10,train,1234,nus_hand_posture
26,1,g10,train,1234,nus_hand_posture
27,1,g10,train,1234,nus_hand_posture
28,1,g10,train,1234,nus_hand_posture
29,1,g10,train,1234,nus_hand_posture
30,1,g10,train,1234,nus_hand_posture
31,1,g10,train,1234,nus_hand_posture
32,1,g10,train,1234,nus_hand_posture
35,1,g10,train,1234,nus_hand_posture
36,1,g10,train,1234,nus_hand_posture
37,1,g10,train,1234,nus_hand_posture
38,1,g10,train,1234,nus_hand_posture
40,1,g10,train,1234,nus_hand_posture
42,1,g10,train,1234,nus_hand_posture
43,1,g10,train,1234,nus_hand_posture
44,2,g2,train,1234,nus_hand_posture
45,2,g2,train,1234,nus_hand_posture
46,2,g2,train,1234,nus_hand_posture
47,2,g2,train,1234,nus_hand_posture
48,2,g2,train,1234,nus_hand_posture
49,2,g2,train,1234,nus_hand_posture
50,2,g2,train,1234,nus_hand_posture
51,2,g2,train,1234,nus_hand_posture
54,2,g2,train,1234,nus_hand_posture
55,2,g2,train,1234,nus_hand_posture
58,2,g2,train,1234,nus_hand_posture
59,2,g2,train,1234,nus_hand_posture
61,2,g2,train,1234,nus_hand_posture
62,2,g2,train,1234,nus_hand_posture
63,2,g2,train,1234,nus_hand_posture
65,2,g2,train,1234,nus_hand_posture
66,3,g3,train,1234,nus_hand_posture
67,3,g3,train,1234,nus_hand_posture
69,3,g3,train,1234,nus_hand_posture
70,3,g3,train,1234,nus_hand_posture
71,3,g3,train,1234,nus_hand_posture
72,3,g3,train,1234,nus_hand_posture
73,3,g3,train,1234,nus_hand_posture
74,3,g3,train,1234,nus_hand_posture
75,3,g3,train,1234,nus_hand_posture
77,3,g3,train,1234,nus_hand_posture
