sample_id,label_id,label_name,split,seed,dataset
1,0,g1,train,3407,nus_hand_posture
2,0,g1,train,3407,nus_hand_posture
4,0,g1,train,3407,nus_hand_posture
5,0,g1,train,3407,nus_hand_posture
6,0,g1,train,3407,nus_hand_posture
7,0,g1,train,3407,nus_hand_posture
8,0,g1,train,3407,nus_hand_posture
10,0,g1,train,3407,nus_hand_posture
11,0,g1,train,3407,nus_hand_posture
12,0,g1,train,3407,nus_hand_posture
13,0,g1,train,3407,nus_hand_posture
17,0,g1,train,3407,nus_hand_posture
18,0,g1,train,3407,nus_hand_posture
19,0,g1,train,3407,nus_hand_posture
21,0,g1,train,3407,nus_hand_posture
22,1,g10,train,3407,nus_hand_posture
23,1,g10,train,3407,nus_hand_posture
25,1,g10,train,3407,nus_hand_posture
26,1,g10,train,3407,nus_hand_posture
27,1,g10,train,3407,nus_hand_posture
29,1,g10,train,3407,nus_hand_posture
30,1,g10,train,3407,nus_hand_posture
31,1,g10,train,3407,nus_hand_posture
33,1,g10,train,3407,nus_hand_posture
35,1,g10,train,3407,nus_hand_posture
37,1,g10,train,3407,nus_hand_posture
38,1,g10,train,3407,nus_hand_posture
39,1,g10,train,3407,nus_hand_posture
40,1,g10,train,3407,nus_hand_posture
41,1,g10,train,3407,nus_hand_posture
43,1,g10,train,3407,nus_hand_posture
44,2,g2,train,3407,nus_hand_posture
45,2,g2,train,3407,nus_hand_posture
46,2,g2,train,3407,nus_hand_posture
47,2,g2,train,3407,nus_hand_posture
49,2,g2,train,3407,nus_hand_posture
50,2,g2,train,3407,nus_hand_posture
51,2,g2,train,3407,nus_hand_posture
52,2,g2,train,3407,nus_hand_posture
53,2,g2,train,3407,nus_hand_posture
54,2,g2,train,3407,nus_hand_posture
55,2,g2,train,3407,nus_hand_posture
56,2,g2,train,3407,nus_hand_posture
60,2,g2,train,3407,nus_hand_posture
61,2,g2,train,3407,nus_hand_posture
62,2,g2,train,3407,nus_hand_posture
65,2,g2,train,3407,nus_hand_posture
66,3,g3,train,3407,nus_hand_posture
67,3,g3,train,3407,nus_hand_posture
68,3,g3,train,3407,nus_hand_posture
69,3,g3,train,3407,nus_hand_posture
70,3,g3,train,3407,nus_hand_posture
73,3,g3,train,3407,nus_hand_posture
76,3,g3,train,3407,nus_hand_posture
77,3,g3,train,3407,nus_hand_posture
78,3,g3,train,3407,nus_hand_posture
81,3,g3,train,3407,nus_hand_posture
82,3,g3,train,3407,nus_hand_posture
83,3,g3,train,3407,nus_hand_posture
84,3,g3,train,3407,nus_hand_posture
85,3,g3,train,3407,nus_hand_posture
86,3,g3,train,3407,nus_hand_posture
88,4,g4,train,3407,nus_hand_posture
89,4,g4,train,3407,nus_hand_posture
90,4,g4,train,3407,nus_hand_posture
91,4,g4,train,3407,nus_hand_posture
92,4,g4,train,3407,nus_hand_posture
