sample_id,label_id,label_name,split,seed,dataset
0,0,A,train,42,asl_large_dataset
2,0,A,train,42,asl_large_dataset
3,0,A,train,42,asl_large_dataset
5,0,A,train,42,asl_large_dataset
6,0,A,train,42,asl_large_dataset
7,0,A,train,42,asl_large_dataset
9,0,A,train,42,asl_large_dataset
10,0,A,train,42,asl_large_dataset
12,0,A,train,42,asl_large_dataset
13,0,A,train,42,asl_large_dataset
14,0,A,train,42,asl_large_dataset
15,0,A,train,42,asl_large_dataset
18,0,A,train,42,asl_large_dataset
20,0,A,train,42,asl_large_dataset
23,0,A,train,42,asl_large_dataset
24,0,A,train,42,asl_large_dataset
25,0,A,train,42,asl_large_dataset
27,0,A,train,42,asl_large_dataset
28,0,A,train,42,asl_large_dataset
29,0,A,train,42,asl_large_dataset
30,0,A,train,42,asl_large_dataset
31,0,A,train,42,asl_large_dataset
32,0,A,train,42,asl_large_dataset
33,0,A,train,42,asl_large_dataset
38,0,A,train,42,asl_large_dataset
39,0,A,train,42,asl_large_dataset
40,0,A,train,42,asl_large_dataset
41,0,A,train,42,asl_large_dataset
42,0,A,train,42,asl_large_dataset
43,0,A,train,42,asl_large_dataset
44,0,A,train,42,asl_large_dataset
45,0,A,train,42,asl_large_dataset
47,0,A,train,42,asl_large_dataset
48,0,A,train,42,asl_large_dataset
49,0,A,train,42,asl_large_dataset
51,0,A,train,42,asl_large_dataset
52,0,A,train,42,asl_large_dataset
54,0,A,train,42,asl_large_dataset
55,0,A,train,42,asl_large_dataset
56,0,A,train,42,asl_large_dataset
57,0,A,train,42,asl_large_dataset
58,0,A,train,42,asl_large_dataset
59,0,A,train,42,asl_large_dataset
60,0,A,train,42,asl_large_dataset
62,0,A,train,42,asl_large_dataset
63,0,A,train,42,asl_large_dataset
65,0,A,train,42,asl_large_dataset
66,0,A,train,42,asl_large_dataset
67,0,A,train,42,asl_large_dataset
68,0,A,train,42,asl_large_dataset
69,0,A,train,42,asl_large_dataset
70,0,A,train,42,asl_large_dataset
71,0,A,train,42,asl_large_dataset
72,0,A,train,42,asl_large_dataset
73,0,A,train,42,asl_large_dataset
74,0,A,train,42,asl_large_dataset
76,0,A,train,42,asl_large_dataset
77,0,A,train,42,asl_large_dataset
78,0,A,train,42,asl_large_dataset
79,0,A,train,42,asl_large_dataset
80,0,A,train,42,asl_large_dataset
81,0,A,train,42,asl_large_dataset
82,0,A,train,42,asl_large_dataset
83,0,A,train,42,asl_large_dataset
84,0,A,train,42,asl_large_dataset
85,0,A,train,42,asl_large_dataset
86,0,A,train,42,asl_large_dataset
87,0,A,train,42,asl_large_dataset
88,0,A,train,42,asl_large_dataset
90,0,A,train,42,asl_large_dataset
91,0,A,train,42,asl_large_dataset
92,0,A,train,42,asl_large_dataset
94,0,A,train,42,asl_large_dataset
96,0,A,train,42,asl_large_dataset
97,0,A,train,42,asl_large_dataset
99,0,A,train,42,asl_large_dataset
100,0,A,train,42,asl_large_dataset
101,0,A,train,42,asl_large_dataset
102,0,A,train,42,asl_large_dataset
104,0,A,train,42,asl_large_dataset
105,0,A,train,42,asl_large_dataset
106,0,A,train,42,asl_large_dataset
107,0,A,train,42,asl_large_dataset
109,0,A,train,42,asl_large_dataset
110,0,A,train,42,asl_large_dataset
111,0,A,train,42,asl_large_dataset
113,0,A,train,42,asl_large_dataset
115,0,A,train,42,asl_large_dataset
117,0,A,train,42,asl_large_dataset
118,0,A,train,42,asl_large_dataset
120,0,A,train,42,asl_large_dataset
