sample_id,label_id,label_name,split,seed,dataset
0,0,0,train,3407,indian_sign_language
1,0,0,train,3407,indian_sign_language
2,0,0,train,3407,indian_sign_language
3,0,0,train,3407,indian_sign_language
4,0,0,train,3407,indian_sign_language
5,0,0,train,3407,indian_sign_language
6,0,0,train,3407,indian_sign_language
7,0,0,train,3407,indian_sign_language
8,0,0,train,3407,indian_sign_language
10,0,0,train,3407,indian_sign_language
11,0,0,train,3407,indian_sign_language
13,0,0,train,3407,indian_sign_language
16,0,0,train,3407,indian_sign_language
17,0,0,train,3407,indian_sign_language
18,0,0,train,3407,indian_sign_language
19,0,0,train,3407,indian_sign_language
20,0,0,train,3407,indian_sign_language
24,0,0,train,3407,indian_sign_language
25,0,0,train,3407,indian_sign_language
26,0,0,train,3407,indian_sign_language
29,0,0,train,3407,indian_sign_language
30,0,0,train,3407,indian_sign_language
31,0,0,train,3407,indian_sign_language
32,0,0,train,3407,indian_sign_language
33,0,0,train,3407,indian_sign_language
34,0,0,train,3407,indian_sign_language
35,0,0,train,3407,indian_sign_language
36,0,0,train,3407,indian_sign_language
37,0,0,train,3407,indian_sign_language
39,0,0,train,3407,indian_sign_language
40,0,0,train,3407,indian_sign_language
43,0,0,train,3407,indian_sign_language
44,0,0,train,3407,indian_sign_language
46,0,0,train,3407,indian_sign_language
47,0,0,train,3407,indian_sign_language
49,0,0,train,3407,indian_sign_language
50,0,0,train,3407,indian_sign_language
52,0,0,train,3407,indian_sign_language
53,0,0,train,3407,indian_sign_language
56,0,0,train,3407,indian_sign_language
61,0,0,train,3407,indian_sign_language
62,0,0,train,3407,indian_sign_language
63,0,0,train,3407,indian_sign_language
64,0,0,train,3407,indian_sign_language
65,0,0,train,3407,indian_sign_language
66,0,0,train,3407,indian_sign_language
68,0,0,train,3407,indian_sign_language
70,0,0,train,3407,indian_sign_language
71,0,0,train,3407,indian_sign_language
72,0,0,train,3407,indian_sign_language
73,0,0,train,3407,indian_sign_language
75,0,0,train,3407,indian_sign_language
76,0,0,train,3407,indian_sign_language
77,0,0,train,3407,indian_sign_language
78,0,0,train,3407,indian_sign_language
79,0,0,train,3407,indian_sign_language
80,0,0,train,3407,indian_sign_language
81,0,0,train,3407,indian_sign_language
82,0,0,train,3407,indian_sign_language
83,0,0,train,3407,indian_sign_language
85,0,0,train,3407,indian_sign_language
86,0,0,train,3407,indian_sign_language
87,0,0,train,3407,indian_sign_language
88,0,0,train,3407,indian_sign_language
90,0,0,train,3407,indian_sign_language
93,0,0,train,3407,indian_sign_language
94,0,0,train,3407,indian_sign_language
97,0,0,train,3407,indian_sign_language
98,0,0,train,3407,indian_sign_language
99,0,0,train,3407,indian_sign_language
101,0,0,train,3407,indian_sign_language
103,0,0,train,3407,indian_sign_language
104,0,0,train,3407,indian_sign_language
105,0,0,train,3407,indian_sign_language
108,0,0,train,3407,indian_sign_language
109,0,0,train,3407,indian_sign_language
111,0,0,train,3407,indian_sign_language
112,0,0,train,3407,indian_sign_language
113,0,0,train,3407,indian_sign_language
114,0,0,train,3407,indian_sign_language
115,0,0,train,3407,indian_sign_language
116,0,0,train,3407,indian_sign_language
117,0,0,train,3407,indian_sign_language
119,0,0,train,3407,indian_sign_language
122,0,0,train,3407,indian_sign_language
124,0,0,train,3407,indian_sign_language
125,0,0,train,3407,indian_sign_language
126,0,0,train,3407,indian_sign_language
128,0,0,train,3407,indian_sign_language
129,0,0,train,3407,indian_sign_language
130,0,0,train,3407,indian_sign_language
132,0,0,train,3407,indian_sign_language
133,0,0,train,3407,indian_sign_language
134,0,0,train,3407,indian_sign_language
135,0,0,train,3407,indian_sign_language
136,0,0,train,3407,indian_sign_language
138,0,0,train,3407,indian_sign_language
139,0,0,train,3407,indian_sign_language
141,0,0,train,3407,indian_sign_language
144,0,0,train,3407,indian_sign_language
145,0,0,train,3407,indian_sign_language
147,0,0,train,3407,indian_sign_language
148,0,0,train,3407,indian_sign_language
149,0,0,train,3407,indian_sign_language
150,0,0,train,3407,indian_sign_language
153,0,0,train,3407,indian_sign_language
154,0,0,train,3407,indian_sign_language
156,0,0,train,3407,indian_sign_language
158,0,0,train,3407,indian_sign_language
160,0,0,train,3407,indian_sign_language
163,0,0,train,3407,indian_sign_language
166,0,0,train,3407,indian_sign_language
167,0,0,train,3407,indian_sign_language
169,0,0,train,3407,indian_sign_language
170,0,0,train,3407,indian_sign_language
171,0,0,train,3407,indian_sign_language
172,0,0,train,3407,indian_sign_language
173,0,0,train,3407,indian_sign_language
174,0,0,train,3407,indian_sign_language
175,0,0,train,3407,indian_sign_language
178,0,0,train,3407,indian_sign_language
181,0,0,train,3407,indian_sign_language
182,0,0,train,3407,indian_sign_language
183,0,0,train,3407,indian_sign_language
184,0,0,train,3407,indian_sign_language
185,0,0,train,3407,indian_sign_language
186,0,0,train,3407,indian_sign_language
187,0,0,train,3407,indian_sign_language
188,0,0,train,3407,indian_sign_language
190,0,0,train,3407,indian_sign_language
191,0,0,train,3407,indian_sign_language
192,0,0,train,3407,indian_sign_language
194,0,0,train,3407,indian_sign_language
195,0,0,train,3407,indian_sign_language
197,0,0,train,3407,indian_sign_language
198,0,0,train,3407,indian_sign_language
199,0,0,train,3407,indian_sign_language
200,0,0,train,3407,indian_sign_language
201,0,0,train,3407,indian_sign_language
202,0,0,train,3407,indian_sign_language
203,0,0,train,3407,indian_sign_language
205,0,0,train,3407,indian_sign_language
206,0,0,train,3407,indian_sign_language
208,0,0,train,3407,indian_sign_language
209,0,0,train,3407,indian_sign_language
212,0,0,train,3407,indian_sign_language
213,0,0,train,3407,indian_sign_language
214,0,0,train,3407,indian_sign_language
216,0,0,train,3407,indian_sign_language
218,0,0,train,3407,indian_sign_language
219,0,0,train,3407,indian_sign_language
220,0,0,train,3407,indian_sign_language
221,0,0,train,3407,indian_sign_language
222,0,0,train,3407,indian_sign_language
