sample_id,label_id,label_name,split,seed,dataset
0,0,0,train,1234,asl_dataset
1,0,0,train,1234,asl_dataset
2,0,0,train,1234,asl_dataset
3,0,0,train,1234,asl_dataset
4,0,0,train,1234,asl_dataset
5,0,0,train,1234,asl_dataset
6,0,0,train,1234,asl_dataset
7,0,0,train,1234,asl_dataset
8,0,0,train,1234,asl_dataset
10,0,0,train,1234,asl_dataset
13,0,0,train,1234,asl_dataset
14,0,0,train,1234,asl_dataset
16,0,0,train,1234,asl_dataset
18,0,0,train,1234,asl_dataset
19,0,0,train,1234,asl_dataset
22,0,0,train,1234,asl_dataset
23,0,0,train,1234,asl_dataset
25,0,0,train,1234,asl_dataset
26,0,0,train,1234,asl_dataset
28,0,0,train,1234,asl_dataset
29,1,1,train,1234,asl_dataset
32,1,1,train,1234,asl_dataset
33,1,1,train,1234,asl_dataset
34,1,1,train,1234,asl_dataset
35,1,1,train,1234,asl_dataset
37,1,1,train,1234,asl_dataset
38,1,1,train,1234,asl_dataset
39,1,1,train,1234,asl_dataset
44,1,1,train,1234,asl_dataset
45,1,1,train,1234,asl_dataset
47,1,1,train,1234,asl_dataset
49,1,1,train,1234,asl_dataset
50,1,1,train,1234,asl_dataset
51,1,1,train,1234,asl_dataset
53,1,1,train,1234,asl_dataset
54,1,1,train,1234,asl_dataset
55,1,1,train,1234,asl_dataset
56,1,1,train,1234,asl_dataset
58,1,1,train,1234,asl_dataset
59,1,1,train,1234,asl_dataset
60,1,1,train,1234,asl_dataset
62,1,1,train,1234,asl_dataset
63,1,1,train,1234,asl_dataset
64,1,1,train,1234,asl_dataset
65,1,1,train,1234,asl_dataset
66,1,1,train,1234,asl_dataset
67,1,1,train,1234,asl_dataset
68,1,1,train,1234,asl_dataset
69,1,1,train,1234,asl_dataset
70,1,1,train,1234,asl_dataset
73,1,1,train,1234,asl_dataset
74,1,1,train,1234,asl_dataset
75,1,1,train,1234,asl_dataset
76,1,1,train,1234,asl_dataset
77,1,1,train,1234,asl_dataset
78,1,1,train,1234,asl_dataset
82,1,1,train,1234,asl_dataset
83,1,1,train,1234,asl_dataset
84,1,1,train,1234,asl_dataset
85,1,1,train,1234,asl_dataset
86,1,1,train,1234,asl_dataset
88,2,2,train,1234,asl_dataset
89,2,2,train,1234,asl_dataset
90,2,2,train,1234,asl_dataset
92,2,2,train,1234,asl_dataset
93,2,2,train,1234,asl_dataset
95,2,2,train,1234,asl_dataset
96,2,2,train,1234,asl_dataset
97,2,2,train,1234,asl_dataset
98,2,2,train,1234,asl_dataset
99,2,2,train,1234,asl_dataset
100,2,2,train,1234,asl_dataset
102,2,2,train,1234,asl_dataset
103,2,2,train,1234,asl_dataset
105,2,2,train,1234,asl_dataset
106,2,2,train,1234,asl_dataset
109,2,2,train,1234,asl_dataset
111,2,2,train,1234,asl_dataset
112,2,2,train,1234,asl_dataset
114,2,2,train,1234,asl_dataset
115,2,2,train,1234,asl_dataset
116,2,2,train,1234,asl_dataset
117,2,2,train,1234,asl_dataset
118,2,2,train,1234,asl_dataset
119,2,2,train,1234,asl_dataset
122,2,2,train,1234,asl_dataset
123,2,2,train,1234,asl_dataset
124,2,2,train,1234,asl_dataset
125,2,2,train,1234,asl_dataset
126,2,2,train,1234,asl_dataset
127,2,2,train,1234,asl_dataset
131,2,2,train,1234,asl_dataset
132,2,2,train,1234,asl_dataset
133,2,2,train,1234,asl_dataset
134,3,3,train,1234,asl_dataset
135,3,3,train,1234,asl_dataset
137,3,3,train,1234,asl_dataset
138,3,3,train,1234,asl_dataset
140,3,3,train,1234,asl_dataset
141,3,3,train,1234,asl_dataset
143,3,3,train,1234,asl_dataset
144,3,3,train,1234,asl_dataset
147,3,3,train,1234,asl_dataset
148,3,3,train,1234,asl_dataset
149,3,3,train,1234,asl_dataset
153,3,3,train,1234,asl_dataset
155,3,3,train,1234,asl_dataset
156,3,3,train,1234,asl_dataset
159,3,3,train,1234,asl_dataset
160,3,3,train,1234,asl_dataset
161,3,3,train,1234,asl_dataset
162,3,3,train,1234,asl_dataset
163,3,3,train,1234,asl_dataset
164,3,3,train,1234,asl_dataset
165,3,3,train,1234,asl_dataset
166,3,3,train,1234,asl_dataset
168,3,3,train,1234,asl_dataset
171,3,3,train,1234,asl_dataset
172,3,3,train,1234,asl_dataset
173,3,3,train,1234,asl_dataset
174,3,3,train,1234,asl_dataset
175,3,3,train,1234,asl_dataset
177,3,3,train,1234,asl_dataset
178,3,3,train,1234,asl_dataset
180,3,3,train,1234,asl_dataset
181,3,3,train,1234,asl_dataset
182,3,3,train,1234,asl_dataset
183,3,3,train,1234,asl_dataset
184,3,3,train,1234,asl_dataset
185,3,3,train,1234,asl_dataset
186,3,3,train,1234,asl_dataset
187,3,3,train,1234,asl_dataset
188,3,3,train,1234,asl_dataset
192,3,3,train,1234,asl_dataset
193,3,3,train,1234,asl_dataset
194,3,3,train,1234,asl_dataset
195,3,3,train,1234,asl_dataset
196,3,3,train,1234,asl_dataset
197,3,3,train,1234,asl_dataset
198,3,3,train,1234,asl_dataset
200,4,4,train,1234,asl_dataset
