sample_id,label_id,label_name,split,seed,dataset
0,0,0,train,42,asl_dataset
1,0,0,train,42,asl_dataset
2,0,0,train,42,asl_dataset
3,0,0,train,42,asl_dataset
4,0,0,train,42,asl_dataset
5,0,0,train,42,asl_dataset
8,0,0,train,42,asl_dataset
9,0,0,train,42,asl_dataset
11,0,0,train,42,asl_dataset
12,0,0,train,42,asl_dataset
13,0,0,train,42,asl_dataset
15,0,0,train,42,asl_dataset
16,0,0,train,42,asl_dataset
17,0,0,train,42,asl_dataset
19,0,0,train,42,asl_dataset
23,0,0,train,42,asl_dataset
24,0,0,train,42,asl_dataset
25,0,0,train,42,asl_dataset
26,0,0,train,42,asl_dataset
28,0,0,train,42,asl_dataset
29,1,1,train,42,asl_dataset
30,1,1,train,42,asl_dataset
33,1,1,train,42,asl_dataset
34,1,1,train,42,asl_dataset
36,1,1,train,42,asl_dataset
38,1,1,train,42,asl_dataset
39,1,1,train,42,asl_dataset
40,1,1,train,42,asl_dataset
41,1,1,train,42,asl_dataset
45,1,1,train,42,asl_dataset
47,1,1,train,42,asl_dataset
48,1,1,train,42,asl_dataset
50,1,1,train,42,asl_dataset
51,1,1,train,42,asl_dataset
52,1,1,train,42,asl_dataset
54,1,1,train,42,asl_dataset
55,1,1,train,42,asl_dataset
57,1,1,train,42,asl_dataset
58,1,1,train,42,asl_dataset
59,1,1,train,42,asl_dataset
60,1,1,train,42,asl_dataset
61,1,1,train,42,asl_dataset
62,1,1,train,42,asl_dataset
63,1,1,train,42,asl_dataset
64,1,1,train,42,asl_dataset
66,1,1,train,42,asl_dataset
68,1,1,train,42,asl_dataset
69,1,1,train,42,asl_dataset
71,1,1,train,42,asl_dataset
73,1,1,train,42,asl_dataset
74,1,1,train,42,asl_dataset
76,1,1,train,42,asl_dataset
77,1,1,train,42,asl_dataset
78,1,1,train,42,asl_dataset
80,1,1,train,42,asl_dataset
81,1,1,train,42,asl_dataset
82,1,1,train,42,asl_dataset
83,1,1,train,42,asl_dataset
84,1,1,train,42,asl_dataset
85,1,1,train,42,asl_dataset
86,1,1,train,42,asl_dataset
88,2,2,train,42,asl_dataset
89,2,2,train,42,asl_dataset
90,2,2,train,42,asl_dataset
91,2,2,train,42,asl_dataset
92,2,2,train,42,asl_dataset
96,2,2,train,42,asl_dataset
98,2,2,train,42,asl_dataset
99,2,2,train,42,asl_dataset
100,2,2,train,42,asl_dataset
102,2,2,train,42,asl_dataset
104,2,2,train,42,asl_dataset
105,2,2,train,42,asl_dataset
106,2,2,train,42,asl_dataset
107,2,2,train,42,asl_dataset
108,2,2,train,42,asl_dataset
109,2,2,train,42,asl_dataset
112,2,2,train,42,asl_dataset
113,2,2,train,42,asl_dataset
114,2,2,train,42,asl_dataset
116,2,2,train,42,asl_dataset
117,2,2,train,42,asl_dataset
118,2,2,train,42,asl_dataset
119,2,2,train,42,asl_dataset
120,2,2,train,42,asl_dataset
121,2,2,train,42,asl_dataset
122,2,2,train,42,asl_dataset
123,2,2,train,42,asl_dataset
124,2,2,train,42,asl_dataset
126,2,2,train,42,asl_dataset
128,2,2,train,42,asl_dataset
130,2,2,train,42,asl_dataset
132,2,2,train,42,asl_dataset
